Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Team
"IRCCS, Casa Sollievo della Sofferenza Unit of Hema",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"ematologia@operapadrepio.it",Work,"39-0882-410-539/525",Work Fax,"39-0882-410-258",Work,"IRCCS, Casa Sollievo della Sofferenza Unit of Hematologyand Bone Marrow Transplantation Viale Capuccini 86 71013 (FG) San Giovanni Rotondo","IRCCS, Casa Sollievo della Sofferenza Unit of Hema",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=526&team=1",team,"Cascavilla, Nicola-Carella, AngeloMichele-Greco, MicheleMario-Savino, Lucia"
"Istituto Di Ematologia Università Di Sassari Viale",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"podda@uniss.it",Work,"+39-079-228282",Work Fax,"+39-079-228282",Work,"Istituto Di Ematologia Università Di Sassari Viale San Pietro 12 07100 Sassari","Istituto Di Ematologia Università Di Sassari Viale",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=870&team=1",team,"Longinotti, Maurizio-Podda, Luidi-Nieddu, RosaMaria-Fozza, Claudio"
"U.O.S.A Centro Trapianti e Terapia Cellulare Azien",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"g.marotta@ao-siena.toscana.it",Work,"39-0577-586743",Work Fax,"39-0577-586743",Work,"U.O.S.A Centro Trapianti e Terapia Cellulare Azienda Ospedaliera Universitaria Senese Policlinico S. Mariaalle Scotte Viale Bracci, 16 53100 Siena","U.O.S.A Centro Trapianti e Terapia Cellulare Azien",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=321&team=1",team,"Marotta, Giuseppe-Bucalossi, Alessandro-Lenoci, Mariapia-Tozzi, Monica-Borelli, Ciro"
"Ospedale Nord Institute of Haematology Strada Mart",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"ematologia.taranto@tin.it",Work,"39-099-478-6765",Work Fax,"39-099-478-6765",Work,"Ospedale Nord Institute of Haematology Strada Martinafranca 74100 Taranto","Ospedale Nord Institute of Haematology Strada Mart",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=332&team=1",team,"Mazza, Patrizio-Giovanni, Pisapia-Palazzo, Giulia"
"S.S.C.V.D Trapiantodi Cellule Staminali Ospedale U",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"faldam@yahoo.com",Work,"39-011-633-5359",Work Fax,"39-011-633-5759",Work,"S.S.C.V.D Trapiantodi Cellule Staminali Ospedale Universitaria San Giovanni Battista Corso Bramante 88 10126 Torino","S.S.C.V.D Trapiantodi Cellule Staminali Ospedale U",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=231&team=1",team,"Falda, Michele-Benedetto, Bruno-Busca, Alessandro-Giaccone, Luisa-Allione, Bernardino-DArdia, Stefano-Fiorillo, Lena-Manetta, Sara"
"Onco-Ematologia Pediatrica Centro Trapianti Cellul",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"franca.fagioli@unito.it",Work,"+39-011-313-5360",Work Fax,"+39-011-313-5487",Work,"Onco-Ematologia Pediatrica Centro Trapianti Cellule Staminali Ospedale Infantile Regina Margherita Piazza Polonia 94 10126 Torino","Onco-Ematologia Pediatrica Centro Trapianti Cellul",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=305&team=1",team,"Fagioli, Franca-Vassallo, Elena-Berger, Massimo-Nesi, Francesca-Biasin, Eleonora-Quarello, Paola-Calcagnile, Ferdinando-Mammola, Serena"
"Cattedra di Oncologia Medica Istituto per la Ricer",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"massimo.aglietta@ircc.it",Work,"+390119933628",Work Fax,"+390119933299",Work,"Cattedra di Oncologia Medica Istituto per la Ricercaela Cura del Cancro Strada Provinciale 142 10060 Candiolo Torino","Cattedra di Oncologia Medica Istituto per la Ricer",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=305&team=2",team,"Aglietta, Massimo-Sangiolo, Dario-Carnevale-Schianca, Fabrizio-Caravelli, Daniela-Gioeni, Luisa-Albanese, Angela"
"Università di Torino Ospedale San Luigi Orbassano ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"saglio@csi.it",Work,"+390119026545",Work Fax,"+390119038636",Work,"Università di Torino Ospedale San Luigi Orbassano Medicina Interna IISEZ5 A 10043 Orbassano Torino","Università di Torino Ospedale San Luigi Orbassano ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=305&team=3",team,"Saglio, Giuseppe-Nicoli, Paolo-Caspanello, Salvatore-Cilloni, Daniela-DeGobbi, Marco-RegeCambrin, Giovanna-Zecchina, Gabriella"
"Azienda Ospedaliera Ordine Mauriziano- Umberto Ian",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"corrado.tarella@unito.it",Work,"+39-011-508-2949",Work Fax,"+39-508-2446",Work,"Azienda Ospedaliera Ordine Mauriziano- Umberto Iand Università di Torino S. C. D. U Ematologia e Terapie Cellulari L.go Turati 62 10128 Torino","Azienda Ospedaliera Ordine Mauriziano- Umberto Ian",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=455&team=1",team,"Tarella, Corrado-DeCrescenzo, Alberto-Ruella, Marco-Rovera, Laura-Wade, Muhamed"
"Presidio Ospedaliero Treviso Unità Operativa di Em",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"segematologiatv@ulss.tv.it",Work,"+390422322221",Work Fax,"+390422322542",Work,"Presidio Ospedaliero Treviso Unità Operativa di Ematologia Dipartimento di Medicina Piazza Ospedale, 1 31100 Treviso","Presidio Ospedaliero Treviso Unità Operativa di Em",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=415&team=1",team,"Ghelinzoni, Filippo-MariaStefani, Piero-Gottardi, Michele-Vincenzi, Susanna-DeGrandi, Eliana"
"Ospedale C. Panico Ematologia Via S. Pio X, 4 7303",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"salentoematolgia@piafondazionepanico.it",Work,"39-083-354-772113",Work Fax,"39-083-354-3561",Work,"Ospedale C. Panico Ematologia Via S. Pio X, 4 73039 Tricase (Lecce)","Ospedale C. Panico Ematologia Via S. Pio X, 4 7303",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=652&team=1",team,"Pavone, Vincenzo-Rana, Antonio-Greco, Giuseppina"
"Istituto perl'infanzia IRCCS Burlo Garofolo Centro",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"maximova@burlo.trieste.it",Work,"39-040-3785-276",Work Fax,"39-040-3785-494",Work,"Istituto perl'infanzia IRCCS Burlo Garofolo Centro Trapianti Clinica Pediatrica Via Dell Istria 65/134137 Trieste","Istituto perl'infanzia IRCCS Burlo Garofolo Centro",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=525&team=1",team,"Maximova,Natalia-Rabusin, Marco-Kiren, Valentina-Guerrato, Rosa"
"Azienda Ospedaliera Università di Udine Division o",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"ematologia@uniud.it",Work,"39-0432-559-662/3/4",Work Fax,"39-0432-559-661",Work,"Azienda Ospedaliera Università di Udine Division of Hematology P.le S. Mariadella Misericordia 33100 Udine","Azienda Ospedaliera Università di Udine Division o",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=705&team=1",team,"Fanin, Renato-Cerno, Michela-Patriarca, Francesca-Sperotto, Alessandra-Nin, Cristina"
"Ospedale Civile SS. Giovannie Paolo - Dipartimento",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"ocve.ematologia@ulss12.ve.it",Work,"39-041-52-94-218",Work Fax,"39-041-52-94-631",Work,"Ospedale Civile SS. Giovannie Paolo - Dipartimento di Ematologia e Oncologia - Castello 6698/b30123 Venezia","Ospedale Civile SS. Giovannie Paolo - Dipartimento",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=502&team=1",team,"Bassan, Renato-Vespignani, Michele-DeRossi, Rino-Sannicolò, Simona-Degrandi, Eliana-Maino, Elena"
"Verbania Hospital Oncologia Via Crocetta 28925 Ver",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"oncovco@hotmail.com",Work,"39-0323-541226",Work Fax,"39-0323-541484",Work,"Verbania Hospital Oncologia Via Crocetta 28925 Verbania","Verbania Hospital Oncologia Via Crocetta 28925 Ver",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=385&team=1",team,"Luraschi, Annalisa-Fedeli, Paola-Cozzi, Sergio-Buscaglia, Paola-Montanara, Sergio-Savia, Franca-Piana, Carlo"
"S. Andrea - Dipartimento di Ematologia e Oncologia",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"albemail@libero.it",Work,"+390161593491",Work Fax,"+390161593814",Work,"S. Andrea - Dipartimento di Ematologia e Oncologia - C.so Abbiate 21 13100 Vercelli","S. Andrea - Dipartimento di Ematologia e Oncologia",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=863&team=1",team,"Santagostino, Alberto-Ardizzone, Fabio-Patriarca, Andrea-Ferrari, Paola-Sciacca, Mariella"
"Policlinico G. B. Rossi Divisione di Ematologia, U",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"fabio.benedetti@univr.it",Work,"+390458124647",Work Fax,"+390458124104",Work,"Policlinico G. B. Rossi Divisione di Ematologia, Unità di TMO Piazzale L. A. Scuro, 10 37134 Verona","Policlinico G. B. Rossi Divisione di Ematologia, U",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=623&team=1",team,"Benedetti, Fabio-Sorio, Marco-Pizzolo, Giovanni-Tecchio, Cristina-Andreini, Angelo-Vecchini, Maria-Mazzo, Francesca"
"Dipartimento di Ematologia e Oncologia pediatrica ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"simone.cesaro@ospedaleuniverona.it",Work,"+390458124668",Work Fax,"+390458124909",Work,"Dipartimento di Ematologia e Oncologia pediatrica Policlinico G. B. Rossi Piazzale L. A. Scuro, 10 37134 Verona","Dipartimento di Ematologia e Oncologia pediatrica ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=623&team=2",team,"Cesaro, Simone-Bonetti, Elisa-Balter, Rita-Comerlati, Adriana-DeBortoli, Massimiliano"
"Dipertimento di Ematologia e Oncologia Policlinico",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"simone.cesaro@ospedaleuniverona.it",Work,"+390458124668",Work Fax,"+39045812490",Work,"Dipertimento di Ematologia e Oncologia Policlinico G. B. Rossi Piazzale L. A. Scuro, 10 37134 Verona","Dipertimento di Ematologia e Oncologia Policlinico",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=8414&team=1",team,"Cesaro, Simone-Martino, Rodrigo-Hoek, Jennifer"
"Istituto Oncologico Del Mediterraneo Auto BMT Unit",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"iom.ebmt@virgilio.it",Work,"+390957895000",Work Fax,"+390957901400",Work,"Istituto Oncologico Del Mediterraneo Auto BMT Unit Via Penninazzo 7 95028 Viagrande","Istituto Oncologico Del Mediterraneo Auto BMT Unit",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=880&team=1",team,"Moschetti, Gaetano-Schinocca, LucianaRita-Gorgone, AusiliaGiuseppa-Guliti, Giuseppa-Vitale, MariaPaola"
"S. Bortolo Hospital Dipartimento di Ematologia Via",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"raimondi@hemato.ven.it",Work,"+39-0444-75-3607or3518",Work Fax,"+39-0444-75-3365",Work,"S. Bortolo Hospital Dipartimento di Ematologia Via Rodolfi 37 36100 Vicenza","S. Bortolo Hospital Dipartimento di Ematologia Via",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=797&team=1",team,"Rodeghiero, Francesco-Raimondi, Roberto-Miggiano, MariaCristina-Borghero, Carlo-Elice, Francesca-Dall´Olmo, Christian-Trentin, Michela"
"ASL Viterbo Polo Ospedaliero Centrale Haematology ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"emat.mon@asl.vt.it",Work,"+390761651240",Work Fax,"+390761651236",Work,"ASL Viterbo Polo Ospedaliero Centrale Haematology Department Viadell Ospedale, 17 Ronciglione 01037 Viterbo","ASL Viterbo Polo Ospedaliero Centrale Haematology ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=210&team=1",team,"Montanaro, Marco-Tini, Vincenzo-DeGregoris, Cinzia-Paoletti, Simonetta-Mastini, Cristina"
